Waste transfer destination - factory,Waste transfer destination - unknown,Entity  handling waste collection - federation of municipalities,Town,refArea,Existence of sewage network by type - open-pit,Existence of waste sorting and recycling - exists,Waste transfer destination - internal dumpsite,Observation URI,Entity  handling waste collection - municipality,Entity  handling waste collection - private company,Waste transfer destination - sanitary landfill,Existence of sewage network by type - septic tank,publisher,dataset,Entity  handling waste collection - other,references,Waste transfer destination - external dumpsite,Existence of sewage network by type - public sewage,Existence of sewage treatment station - exists 
0,0,0,Kfar Qatra,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfar+Qatra,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Kfar Qouq,https://dbpedia.org/page/Beqaa_Governorate,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfar+Qouq,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Kfar Roummane,https://dbpedia.org/page/Nabatieh_Governorate,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfar+Roummane,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Kfar Selouane,http://dbpedia.org/resource/Baabda_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfar+Selouane,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Kfar Sir,https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfar+Sir,1,0,1,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,1
0,1,0,Kfar Tay El-Matn,http://dbpedia.org/resource/Matn_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfar+Tay+El-Matn,1,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,0,Kfar Tibnit,https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfar+Tibnit,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Kfar michki,https://dbpedia.org/page/Beqaa_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfar+michki,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Kfardlaqous,http://dbpedia.org/resource/Zgharta_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfardlaqous,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Kfarfila,https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfarfila,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Kfarfou,http://dbpedia.org/resource/Zgharta_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfarfou,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,1
0,1,0,Kfarhata ,https://dbpedia.org/page/North_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfarhata+,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,0,Kfarhata Zgharta,http://dbpedia.org/resource/Zgharta_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfarhata+Zgharta,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,1,0,Kfarsghab,http://dbpedia.org/resource/Zgharta_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfarsghab,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Kfartoun,https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfartoun,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
1,0,0,Kfaryachit,http://dbpedia.org/resource/Zgharta_District,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfaryachit,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Kfarzabad,http://dbpedia.org/resource/ZahlÃ©_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfarzabad,1,0,1,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Kfarzaina,http://dbpedia.org/resource/Zgharta_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfarzaina,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,1,0,Kfoun,http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfoun,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Kfour El-Aarbi,http://dbpedia.org/resource/Batroun_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfour+El-Aarbi,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
1,1,0,Kfour En-Nabatieh,http://dbpedia.org/resource/Keserwan_District,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kfour+En-Nabatieh,1,1,1,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Khalwat,http://dbpedia.org/resource/Hasbaya_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khalwat,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Kharbe,http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kharbe,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Kharnoub,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kharnoub,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Khartoum,http://dbpedia.org/resource/Sidon_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khartoum,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Khat el Petrol,https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khat+el+Petrol,1,0,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
1,0,0,Khayayeb Saida,http://dbpedia.org/resource/Sidon_District,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khayayeb+Saida,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Khereibet Ech-Chouf,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khereibet+Ech-Chouf,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Khinchara,http://dbpedia.org/resource/Matn_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khinchara,1,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,1
0,0,0,Khirbet Bisri,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khirbet+Bisri,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,1,Khirbet Char,https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khirbet+Char,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,1,Khirbet Daoud Aakkar,https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khirbet+Daoud+Aakkar,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,0,Khirbet Jord,https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khirbet+Jord,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,0,Khirbet Qanafar,http://dbpedia.org/resource/Western_Beqaa_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khirbet+Qanafar,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Khirbet Rouha,https://dbpedia.org/page/Beqaa_Governorate,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khirbet+Rouha,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,0,Khirbet Selm,http://dbpedia.org/resource/Bint_Jbeil_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khirbet+Selm,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,0,Khiyam Marjaayoun,http://dbpedia.org/resource/Marjeyoun_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khiyam+Marjaayoun,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Khodr Baalbek,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khodr+Baalbek,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,1,0,Khreibet Baabda,http://dbpedia.org/resource/Baabda_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khreibet+Baabda,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Khreibet Ej-Jindi,https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khreibet+Ej-Jindi,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,1,0,Khzaiz,http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Khzaiz,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Kleyleh,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kleyleh,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Kneisset Aakkar,https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kneisset+Aakkar,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,0,Kneisset Ech-Chouf,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kneisset+Ech-Chouf,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Kneisset Sour,http://dbpedia.org/resource/Tyre_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kneisset+Sour,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,1,Kouachra,https://dbpedia.org/page/Akkar_Governorate,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kouachra,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Kouakh,http://dbpedia.org/resource/Hermel_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kouakh,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Koueikhat,https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Koueikhat,1,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Kounine,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kounine,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Kour,http://dbpedia.org/resource/Batroun_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kour,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Kousba,https://dbpedia.org/page/North_Governorate,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kousba,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,1,Kroum El-Aarab,https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Kroum+El-Aarab,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,0,Laboueh,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Laboueh,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,0,Lala,http://dbpedia.org/resource/Western_Beqaa_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Lala,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Laqlouq,http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Laqlouq,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Lassa,http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Lassa,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
1,0,1,Lebaa,https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Lebaa,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Lehfed,http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Lehfed,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Libbaya West Bekaa,http://dbpedia.org/resource/Western_Beqaa_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Libbaya+West+Bekaa,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Louayzet Jezzine,https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Louayzet+Jezzine,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
1,0,0,Loubieh,http://dbpedia.org/resource/Sidon_District,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Loubieh,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Maad,http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Maad,0,1,1,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,0,Maarab,http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Maarab,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Maaraboun,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Maaraboun,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,0,Maarakeh,http://dbpedia.org/resource/Tyre_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Maarakeh,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Maaroub,http://dbpedia.org/resource/Tyre_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Maaroub,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Maasrati,http://dbpedia.org/resource/Aley_District,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Maasrati,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,0,Maasser Beit Ed-Dine,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Maasser+Beit+Ed-Dine,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Maasser Ech-Chouf,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Maasser+Ech-Chouf,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,0,Maaysra Kesrouane,http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Maaysra+Kesrouane,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
1,0,0,Machghara,http://dbpedia.org/resource/Western_Beqaa_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Machghara,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Machha,https://dbpedia.org/page/Akkar_Governorate,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Machha,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
1,0,1,Machmoucheh,https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Machmoucheh,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
